Date,Headlines,Description,labels,scores
2023-10-21 12:06:14,Kotak Mahindra Bank Q2 Results: Net Profit Rises 23.5% On Higher Core Income,"Kotak Mahindra Bank Ltd.'s second-quarter profit rose meeting analyst estimates on higher core income even as provisions jumped.

The private lender's standalone net profit rose 23.5% to Rs 3,190 crore in the quarter ended September, according to its exchange filing. Analysts polled by Bloomberg estimated a profit of Rs 3,278 crore for the quarter.

Sequentially, the standalone net profit fell 8%.

",positive,0.6907418966293335
2023-10-20 16:45:19,"ICICI Bank, Kotak Mahindra Bank, Yes Bank Q2 Results Today — Earnings Estimates",ICICI Bank Ltd. will announce its results for the quarter ended September on Saturday. ,neutral,0.9252297878265381
2023-10-20 11:24:18,Kotak Mahindra Bank Gets RBI Nod For Acquisition Of Sonata Finance,The RBI has allowed Kotak to make Sonata as its business correspondent subsidiary and the entity will now be a wholly-owned subsidiary of Kotak Mahindra Bank.,neutral,0.9204709529876709
2023-10-20 05:26:22,"Markets continue to fall on weak global trends, soaring crude oil prices","Equity benchmarks fall on weak global cues, rising crude prices; FIIs offload equities worth Rs 1,093.47 cr. Sensex down 320.63 pts; Nifty at 19,518.70. HUL, HCL Tech, ITC, Power Grid, Bajaj Fin, UltraTech Cement major laggards. Nestle, Tata Motors, Kotak Mahindra Bank, IndusInd Bank gainers. US 10-yr yield, West Asia tensions headwinds for equity mkt.",negative,0.9567536115646362
2023-10-17 17:46:13,"RBI Imposes Penalty On ICICI Bank, Kotak Mahindra Bank For Violation Of Norms - News18",The Reserve Bank on Tuesday said it has imposed a penalty or Rs 12.19 crore on ICICI Bank and Rs 3.95 crore on Kotak Mahindra Bank,negative,0.9484043717384338
2023-10-17 13:47:57,"RBI imposes penalty on ICICI Bank, Kotak Mahindra Bank for violation of norms",RBI said it has imposed a penalty or ₹12.19 crore on ICICI Bank and ₹3.95 crore on Kotak Mahindra Bank for non-compliance of certain regulatory norms,negative,0.959070086479187
2023-10-12 11:28:28,Sensex snaps two-day rally," Volatile trade on BSE Sensex reverses two-day rally due to IT stocks' selling. Nifty also declines 0.09%. TCS results mixed, Infosys & HCL Tech down. Profit taking in Bajaj Fin, Nestle, Kotak Bank, SBI, Airtel, L&T & Asian Paints weigh on index. Maruti up 1.73% on strong sales. Asian markets, incl. Japan, China & HK, up. FIIs net sellers, offload ₹421.77 cr.",negative,0.9612067341804504
2023-10-08 19:48:20,"Chennai man accidentally receives Rs 753 cr after transferring Rs 2,000 to friend","Muhammad Idris, who is a pharmacy worker, transferred the money to his friend through the Kotak Mahindra Bank mobile app. However, when he checked his account balance, which was earlier Rs 3,000, he was shocked to see that it had increased to Rs 753 crore.",neutral,0.7166555523872375
2023-10-05 07:00:23,"Axis Bank, IDBI Bank, Kotak Mahindra Bank Revises Fixed Term Deposit Rates; Check Latest Update - News18",FD interest rates are updated by banks on a regular basis.,neutral,0.9379943013191223
2023-10-04 17:06:35,"‘If my son performs, he may have an opportunity to head Kotak Mahindra Bank’: Uday Kotak","Jay Kotak, who joined Kotak Mahindra Bank seven years ago, currently serves as the Vice President and co-head of Kotak Mahindra Bank's digital banking solution Kotak811",neutral,0.9485794901847839
2023-09-27 15:55:12,Avoid Frequent Interference With Settlement Commission Orders: Supreme Court,"Unsettling reasoned orders of the Settlement Commission may erode the confidence of bonafide taxpayers, thereby leading to multiplicity of litigation where settlement is possible, the Supreme Court has said. 
It said so in an appeal filed by Kotak Mahindra Bank Ltd. against an order of the Karnataka High Court. 
The dispute pertained to a tax reassessment proceeding initiated against Kotak after the bank had allegedly concealed its income. ",negative,0.9280280470848083
2023-09-22 15:25:14,BQ Banking Unlimited | Advancing The Banking Ecosystem,"BQ Banking Unlimited | Advancing The Banking Ecosystem #BQBankingUnlimited | Axis Bank's Rajiv Anand and Kotak Mahindra Bank's Shanti Ekambaram talk about the advancement of the banking ecosystem, in conversation with Vishwanath Nair.",neutral,0.7231746315956116
2023-09-18 10:53:18,"Sensex, Nifty fall after record-breaking rally; investors await Fed rate decision","On Sept. 18, Sensex & Nifty ended lower after 11-day rally due to weak global markets & caution ahead of Fed's rate decision. HDFC Bank, Bharti Airtel, Infosys, UltraTech Cement, Tata Steel, Wipro, Kotak Mahindra Bank, Reliance Industries, Tech Mahindra & JSW Steel were major laggards. Asian markets ended mixed, while European & US markets ended in negative territory. FIIs bought equities worth Rs 164.42 crore. Brent crude rose 0.39% to $94.30/barrel.",negative,0.7381642460823059
2023-09-08 16:44:18,RBI Approves Dipak Gupta’s Appointment As Kotak Mahindra Bank’s Interim MD And CEO - News18,Dipak Gupta completed engineering in electronics from Banaras Hindu University in 1983 and went on to pursue his master’s diploma in management from IIM Ahmedabad in 1985.,neutral,0.8731308579444885
2023-09-08 04:08:18,RBI Approves Two Months For Dipak Gupta’s Tenure As Interim CEO At Kotak Mahindra Bank,"RBI's approval for Gupta is till November 2, even as the board approved his tenure till December 31",neutral,0.9306085705757141
2023-09-04 07:30:15,"Trade Talk | Uday Kotak Resigns, What’s Next For Kotak Mahindra Bank?","Trade Talk | Uday Kotak Resigns, What's Next For Kotak Mahindra Bank? Ventura Securities' Vinit Bolinjkar talks about what next for Kotak Mahindra Bank, in conversation with Alex and Hiral.",neutral,0.8046030402183533
2023-09-02 17:01:50,"Succession at Kotak Mahindra Bank: Dipak Gupta, Shanti Ekambaram, and K.V.S. Manian in running to succeed Uday Kotak","The board has named Dipak Gupta, the most senior professional, as the interim MD & CEO, for a three-month period until December this year. Kotak's term as MD&CEO was supposed to end in December. ",neutral,0.8035531044006348
2023-09-02 10:54:18,Uday Kotak resigns as CEO of Kotak Mahindra Bank,Uday Kotak has resigned as MD and CEO of Kotak Mahindra Bank. Dipak Gupta will take over duties until Decembere 31. Kotak's resignation comes four months ahead of planned retirement. ,negative,0.5210196375846863
2023-09-02 16:02:06,"Uday Kotak Resigns As Kotak Mahindra Bank MD & CEO, Dipak Gupta Takes Interim Role - News18","As an interim arrangement, Dipak Gupta, the joint managing director, will carry out the duties of the MD and CEO",neutral,0.9462302327156067
2023-09-02 10:52:29,Uday Kotak Resigns As MD And CEO Of Kotak Mahindra Bank,"Uday Kotak resigns as MD & CEO of Kotak Mahindra Bank four months ahead of his retirement. Joint managing director Dipak Gupta will serve as acting MD & CEO until a new CEO is appointed. Kotak, who founded the bank in 2002, said in his resignation letter that it is time to move on.",neutral,0.5328928828239441
2023-08-31 13:59:29,UPI-Digital Rupee Interoperability: Kotak Mahindra Bank Adds Feature In App - News18,"CBDC-UPI interoperability aims to ease day-to-day customer convenience; with this,  e₹ app users can now scan any QR code at merchants to make payments for groceries, daily expenses",positive,0.6775643229484558
2023-08-28 18:08:40,Equity Markets Bounce Back After 2 Days of Decline on Firm Global Trends - News18,"From the Sensex pack, Larsen & Toubro, Mahindra & Mahindra, HDFC Bank, Sun Pharma, Maruti, Kotak Mahindra Bank, IndusInd Bank, Tata Steel and State Bank of India were among the gainers",neutral,0.6157570481300354
2023-08-23 05:15:32,"Sensex, Nifty pare early gains; trade lower on sustained foreign fund outflows","Mkt indices open higher but pare gains; Tata Steel, Axis Bank, JSW Steel, Infosys, TCS, RIL gain; Jio Fin Svcs, Airtel, ITC, Kotak Mahindra Bank, IndusInd Bank, M&M lag. Tokyo, HK up; Seoul, Shanghai down. US mkt mixed. No triggers. FIIs offload equities. BSE ekes out marginal gain; Nifty inched up.",positive,0.7515801191329956
2023-08-23 05:06:31,Markets pare early gains; trade lower amid continuous foreign fund outflows,"Mumbai bourses open on a high but pare gains; Sensex down 76.55 pts. Nifty at 19,376.35. Tata Steel, Axis Bank, JSW Steel, Infosys, TCS, RIL, UltraTech Cement & NTPC gainers; Jio Financial Services, Bharti Airtel, ITC, Kotak Mahindra Bank, IndusInd Bank & M&M laggards. Tokyo & Hong Kong up, Seoul & Shanghai down. No immediate triggers, investors wait for U.S. data. FIIs offload equities worth ₹495.17 cr. BSE benchmark up 3.94 pts, Nifty up 2.85 pts.",negative,0.8223696351051331
2023-08-22 17:19:47,Kotak FYN aims to have one lakh customer base by March 2024,"Kotak Mahindra Bank Ltd. plans to have 1 lakh customers on its digital platform, Kotak FYN, by year end. 5.5 lakh trade transactions valued at ₹26,100 crore have been recorded in the first five months. Roadshows in major cities are being conducted to create awareness and target MNCs, NBFCs, insurance firms, mutual funds and IT services in Chennai.",neutral,0.7908483147621155
2023-08-17 10:56:43,Markets snap 2-day winning run; Sensex slumps nearly 390 pts on weak global cues," Equity benchmarks Sensex & Nifty close in negative territory, tracking losses in index majors. Biggest loser ITC, followed by Power Grid, Reliance Industries, Larsen & Toubro, Nestle, Kotak Mahindra Bank, Bajaj Finance & JSW Steel. Asian & European markets trading lower; US markets ended in negative territory. FIIs bought equities worth ₹722.76 crore.",negative,0.9678827524185181
2023-08-12 07:11:02,"Tilaknagar Industries prepays debt to Edelweiss ARC, concludes financial revamp","Tilaknagar Industries has successfully concluded its financial restructuring exercise, repaying ₹176.22 cr. of restructured debt to EARC. Funds raised from Kotak Mahindra Bank & internal accruals enabled the prepayment. Financial costs have declined, leading to cash flow generation. Aiming to be net-debt free by Mar '25.",positive,0.8499113321304321
2023-08-11 04:56:17,"Sensex, Nifty decline in early trade on weak cues from Asian markets"," Equity indices decline in early trade, extending previous day's weak momentum. RBI's hawkish stance & cash reduction announcement weigh on sentiment. Major laggards: JSW Steel, HUL, ICICI Bank, NTPC, IndusInd Bank, Tata Steel, ITC & Kotak Mahindra Bank. FIIs bought equities worth Rs 331.22 cr. Focus on IIP numbers post RBI policy. Global oil benchmark Brent crude down 0.02%. BSE Sensex down 219.52 pts, NSE Nifty down 64.2 pts. RBI's hawkish stance & cash reduction announcement weigh on equity indices, major laggards incl. JSW Steel, HUL, ICICI Bank, NTPC, IndusInd Bank, Tata Steel, ITC & Kotak Mahindra Bank. FIIs bought equities worth Rs 331.22 cr. Focus on IIP numbers post RBI policy. Global oil benchmark Brent crude down 0.02%.",negative,0.9626361727714539
2023-07-31 14:54:21,"‘No communication from RBI on CEO succession plan,’ clarifies Kotak Mahindra Bank",A news report said Reserve Bank of India wants Kotak Mahindra Bank to pick an outsider as next chief executive,neutral,0.931135892868042
2023-07-31 10:08:07,"Kotak Mahindra Bank refutes media reports, says no communication from RBI on CEO succession","Private sector lender Kotak Mahindra Bank on Monday said it has not received any communication from the Reserve Bank on the succession of its executive officer (CEO). The bank was responding to a media report, which said the RBI is nudging the bank to appoint an outsider as a successor.",neutral,0.5521073937416077
2023-07-31 15:33:48,Kotak Mahindra Bank Says No Communication From RBI On CEO Succession - News18,It comes after a media report says the RBI is nudging Kotak Mahindra Bank to select someone outside the lender's ranks to succeed billionaire founder Uday Kotak as next CEO,neutral,0.8686094284057617
2023-07-31 05:50:08,"Bank Nifty prediction today – July 31, 2023: Might extend the correction","Bank Nifty index opened today’s session with a gap-up at 45,546 versus July 28’s close of 45,468. Bandhan Bank is the top gainer by advancing 2.9 per cent and Kotak Mahindra Bank, down 0.7 per cent, is the weakest in the index so far.",negative,0.9603936076164246
2023-07-26 10:46:30,"Sensex, Nifty close higher on foreign fund inflows, rally in US equities","Sensex & Nifty bounce back Weds. after buying in infra, banking & oil shares. L&T posts 36% rise in net profit. BSE Sensex up 351.49 pts & Nifty 97.70 pts. Major gainers: L&T, ITC, Reliance, Sun Pharma, Kotak Bank, Axis Bank, Infosys & SBI. Asian markets, Europe & US end in red/positive. FIIs buy equities worth ₹1,088.76 crore.",positive,0.9259184002876282
2023-07-24 13:20:18,"ICICI Bank shares may outperform Nifty Bank; Kotak Bank, SBI and PNB may do well",The RSI momentum indicator is currently trading at 70 level. This bullish momentum will continue as the index is showing strength on the weekly chart.,positive,0.8227710127830505
2023-07-24 06:16:04,Kotak Mahindra Bank shares decline nearly 4% after earnings announcement,"Kotak Mahindra Bank’s shares declined nearly 4 per cent as its June quarter results failed to impress investors. The stock dropped on both BSE and NSE, becoming the biggest laggard among sensex and nifty components. The bank reported a substantial 67 per cent year-on-year jump in standalone net income at ₹3,452 crore. On a consolidated level, the profit grew 51 per cent to ₹4,150 crore, with net interest income increasing 33 per cent.",negative,0.8674126267433167
2023-07-24 05:38:07,"Bank Nifty prediction today – July 24, 2023: Bias is bullish. Go long","Bank Nifty index is trading marginally higher at 46,136, with a bullish bias supported by strong demand in the 46,000-45,900 region. Kotak Mahindra Bank and Au Small Finance are down, while IDFC First Bank outperforms. The outlook remains positive for a rise to 46,600, but a break below 45,900 may bring downward pressure to 45,750. Traders can go long with stop-loss and exit strategies detailed for potential gains. Supports at 46,000 and 46,920, resistances at 46,300 and 46,500.",negative,0.9415209293365479
2023-07-24 02:36:09,Gift Nifty indicates a downward bias at open for benchmarks,"Domestic mkt to open sluggish on Mon; ICICI Bank & Kotak Mahindra Bank post good Q1 numbers. Volatility expected to increase as July derivative contracts expire. Central banks to be busy on rate decisions. Nifty may cross 20K-mark this week despite weak numbers from index heavyweights. FPI flows into India continue, but rising valuations a concern. Equity mkt trended higher last week, buoyed by FII money & improved sentiments. Earnings season & FII flows to hold sway over mkt; some profit booking likely.",positive,0.9357932806015015
2023-07-22 16:32:06,"Kotak Bank Q1 PAT up 67% on strong NII, other income growth","Kotak Mahindra Bank posts 67% y-o-y rise in Q1 FY24 net profit to ₹3,452 cr. NII up 33%, NIM at 5.57%. Fees & services income up 20%. Unsecured retail advances up to 10.7% of net advances. Slippages at ₹1,205 cr, recoveries & upgrades at ₹692 cr. Gross NPA ratio at 1.77%, net NPA at 0.40%. NIM to moderate in coming qtrs, loan growth seen in high teens.",positive,0.9529547095298767
2023-07-22 14:11:25,"Kotak Mahindra Bank Q1 results: Net profit surges 67% to Rs 3,452 cr, but asset quality weakens","Its asset quality depleted from Q4 in FY23. Its gross NPA was at Rs 6,587.43 crore in Q1 FY24 as compared to Rs 6,418.67 in Q4 FY23.",negative,0.9603431820869446
2023-07-22 12:21:22,"ICICI Bank, YES Bank, Kotak Mahindra Bank Q1 FY24 results today: What is expected?","Analysts are expecting YES Bank to report a growth in net interest income (NIIs) on a year-on-year (YoY) basis, while its quarter-on-quarter numbers (QoQ) may remain subdued.",positive,0.9114980101585388
2023-07-22 10:00:03,Kotak Mahindra Bank’s 67% profit jump beats expectations,"Kotak Mahindra Bank reported a 67% YoY rise in net profit for Q1, driven by higher net interest income & loan growth. Net interest income rose 33% to ₹6,234 crore, while loans grew 19% & deposits rose 22%. Asset quality was stable, with gross NPA ratio at 1.77% & net NPA ratio at 0.40%.",positive,0.9584978222846985
2023-07-22 14:26:49,"Kotak Mahindra Bank Q1 Results: PAT Jumps 67% To Rs 3,452 Crore, NII Up 33% - News18","Kotak Mahindra Bank Q1 Results: Its net interest income during April-June 2023 increases 33 per cent to Rs 6,234 crore, compared with Rs 4,697 crore in the year-ago period",positive,0.945773184299469
2023-07-22 12:44:07,Kotak Mahindra Bank Q1 Results: Net Profit Rises 66.6%,"Private sector lender Kotak Mahindra Bank Ltd. saw a rise in net profit for the April-June quarter, due to higher core income and sharp rise in other non-fund based income. ",positive,0.8981584906578064
2023-07-20 15:36:18,Attrition rates in private banks jump to over 30% on increased competition,"Most players such as Axis Bank, Kotak Mahindra Bank and HDFC Bank have reported an increase in the turnover rates",positive,0.9303526878356934
2023-07-18 13:38:34,Uday Kotak To Step Down As Kotak Mahindra Bank MD; Know His Education And Personal Life - News18,"Uday Kotak started a bill discounting business in 1985 with an initial investment of Rs 10,000 which later turned into Kotak Mahindra Finance Ltd.
",neutral,0.9415273070335388
2023-07-17 17:24:09,"Banking stocks help markets to scale new heights, Sensex rises 0.8%","Banking stocks drove Sensex & Nifty to new heights on Mon, with S&P BSE Sensex rising 0.8% to 66,589.93 pts & Nifty-50 to 19,711.45 pts. Top gainers incl. SBI (2.8%), Wipro (2.54%), Reliance (2.10%), HDFC Bank (2.07%) & Kotak Bank (1.45%). Positive momentum likely to continue, possibly challenging 20000 pts in near term. IT & Metal sectors strong last week, focus shifting to banking this week.",positive,0.9520796537399292
2023-07-17 12:12:35,"Kotak Mahindra Bank’s CEO Reports Re 1 Salary for 2022-23, Sets Example - News18","As indicated by the Bloomberg Billionaires Index, Kotak's estimated net worth is approximately $13.4 billion, reaffirming his significant financial standing.
",neutral,0.7779638767242432
2023-07-16 15:20:22,Kotak Bank’s employee turnover rises to 46% FY23 from 29% FY21,"Kotak Mahindra Bank's employee turnover rate rose to 45.9% in FY23, with almost equal attrition for male and female employees. 58.2% of the workforce left in the below 30 years age group. The bank hired 32,080 new employees in the under 30 years age group and 14,614 in the 30-50-year bracket. 67.6% of the new hires were female. Axis Bank's attrition rate also rose to 34.8% in FY23.",positive,0.8178785443305969
2023-07-15 16:33:24,"Kotak Mahindra Bank releases its annual report, here’s what Uday Kotak said",Uday Kotak emphasized the bank's focus on digital transformation and technological innovation enabling them to provide seamless banking services to customers.,positive,0.8139875531196594
2023-07-15 11:28:52,What Uday Kotak Plans To Do At Kotak Mahindra Bank After Quitting As CEO,"Uday Kotak, the founder of Kotak Mahindra Bank, is set to retire as managing director and chief executive officer of the private sector lender in December this year. ",neutral,0.9047510027885437
2023-07-12 14:02:48,"RIL, ICICI Bank among shares that MFs bought in June; Tata Motors stock on sell radar","Kotak Mahindra Bank (Rs 840 crore), ICICI Bank (Rs 750 crore), Reliance Industries Ltd (Rs 740 crore), Aether Industries (Rs 720 crore) and Jindal Steel (Rs 640 crore) were among stocks seeing MF buying in June.

",neutral,0.7302324175834656
2023-06-29 11:35:09,Kotak Mahindra Bank Introduces WhatsApp Banking for Instant and Convenient Services: How to Access?," Kotak Mahindra Bank has launched a WhatsApp banking feature, allowing users to easily access a range of banking services and receive updates through the popular messaging app. By registering for Kotak-WhatsApp banking, customers can enjoy services such as completing their full KYC (Know Your Customer), adding funds using the app, upgrading their savings account, and applying for credit cards and loans. ",neutral,0.810161292552948
2023-06-29 11:26:05,Kotak Mahindra Bank Enables Linking of RuPay Credit Card to UPI Apps for Convenient Transactions,"Kotak Mahindra Bank, in partnership with the National Payments Corporation of India (NPCI), has introduced a new feature that allows customers to link their RuPay credit cards to UPI (Unified Payments Interface) apps. With this integration, customers no longer need to carry their physical credit cards and can conveniently transact through popular UPI apps like Google Pay, PhonePe, and Paytm. The collaboration also offers a selection of seven RuPay credit cards, allowing customers to make payments by scanning QR codes or initiating transactions at point-of-sale terminals across the country. Additionally, customers can enjoy rewards and an interest-free credit period of up to 50 days through the Kotak RuPay credit-UPI linkage. NPCI has shared the news of this latest rollout on Twitter, highlighting the enhanced convenience and flexibility it brings to digital payments.",positive,0.5202242136001587
2023-06-28 14:07:53,Kotak Mahindra Bank Customers Can Now Use RuPay Credit Cards on UPI - News18,"With the linkage of Kotak RuPay Credit Cards on UPI, customers would not need to use their physical Credit Card",neutral,0.9398409724235535
2023-06-28 12:56:35,"Kotak Mahindra Bank Empowers Customers With RuPay Credit Card On UPI, Unlock Rewards - News18",Kotak Bank customers can make payments from the UPI app at merchant outlets with QR codes and POS devices across the country. ,neutral,0.9325333833694458
2023-06-23 13:49:21,Kotak Bank’s Arms Invests Rs 732 Crore In Rattanindia Power To Help Reduce Debt Costs,"Kotak Mahindra Bank on Friday said two of its arms have invested Rs 732 crore in Rattanindia Power to help the thermal power plant operator reduce the cost of debt servicing.  	

Kotak Strategic Situations India Fund II and Kotak Private Credit Fund will be investing Rs 582 crore and Rs 150 crore, respectively, in the non-convertible debentures of RattanIndia Power, as per a statement.",neutral,0.8459104299545288
2023-06-23 17:24:00,Kotak Bank Arms Invest Rs 732 Cr in Rattanindia Power to Help Co Reduce Debt Costs - News18,"The investment is part of an overall Rs 1,125 crore infusion by a consortium of lenders",neutral,0.6583473682403564
2023-06-22 14:52:46,Indian farmers giving priority to payment of loans: Kotak Mahindra Bank official,"Indian farmers have begun prioritising payment of loans even as there is some degree of realisation among them that maintaining a good credit score is the key to getting finances easily, Manish Kothari, President and Head – Commercial Banking, Kotak Mahindra Bank Ltd, has said.",positive,0.917783796787262
2023-06-22 03:00:00,Kotak Mahindra Bank’s ActivMoney: Deposits with two-way sweep,Kotak Mahindra Bank has announced the launch of its ActivMoney feature which gives customers the benefit of Fixed Deposit (FD) like interest and the flexibility to access their funds anytime.,positive,0.7990077137947083
2023-06-16 11:21:26,"Kotak Mahindra Bank to raise Rs 7,000 crore through unsecured NCDs","The bank plans to raise an amount not exceeding Rs 7,000 crore during the FY 2023-24, as stated in a regulatory filing",positive,0.6189433336257935
2023-06-16 05:29:43,"Kotak Mahindra Bank’s board approves issuance of NCDs aggregating up to ₹7,000 cr in FY24",The NCD issuance will be in one or more tranches on a private placement basis.,neutral,0.9574629664421082
2023-06-15 14:22:06,Kotak Mahindra Bank launches “ActivMoney” feature for savings account holders,"Through ActivMoney, excess funds in the account, beyond a defined threshold, are automatically transferred into an FD so that customers earn a higher interest on their savings.",neutral,0.9428425431251526
2023-06-15 19:40:24,Kotak Mahindra Bank launches feature that offers 7% interest rate. Here are the details,"Through ActivMoney, excess funds in the account beyond a defined threshold are automatically transferred to an FD ",neutral,0.928716242313385
2023-06-15 10:57:18,"Kotak Mahindra Bank Launches Myntra Kotak Credit Card, Check Its Benefits - News18","The Myntra Kotak Credit Card provides a 5% cashback on transactions on Swiggy, Swiggy Instamart, PVR, Clear Trip and Urban Company.
",neutral,0.7342745661735535
2023-06-14 04:21:41,"Stocks that will see action today (June 14, 2023)","Stocks likely to see action on June 14, 2023, include KEC International, Zydus Lifesciences, Anupam Rasayan, LTIMindtree, Meera Industries, Oriental Carbon, Fino Payments, 3i Infotech, Kotak Mahindra Bank and Empire Industries",neutral,0.945441484451294
2023-06-09 15:47:01,"CPPIB sells 1.7 per cent stake in Kotak Bank for ₹6,123.6 crore",CPPIB sells 1.7 per cent stake in Kotak Bank for ₹6123.6 crore,neutral,0.9448164105415344
2023-06-09 09:14:03,"ITC, IndiGo, Star Health, Kotak, Axis Bank shares: Stocks that top insurers bought & sold in May","Kotak Mahindra Bank, InterGlobe Aviation, Larsen & Toubro, Axis Bank and Ultratech Cement were some of the stocks that life insurers sold in the month gone by.

",neutral,0.9206797480583191
2023-06-09 13:34:20,Kotak Mahindra Bank share price drops amid report of stake sale by Canada Pension Fund,"Kotak Mahindra Bank shares hit a low of Rs 1,855 on BSE, but were later trading at Rs 1,891.70, up 0.28 per cent. Foreign portfolio investors accounted for 39.43 per cent of the private bank's stake at the end of March quarter.

",positive,0.7853058576583862
2023-06-09 06:42:51,Block deals: Over 3.3 crore shares of Kotak Mahindra Bank traded on BSE,"n a significant trading activity, over 3.3 crore shares of Kotak Mahindra Bank were exchanged in two block deals on the BSE. The transactions involved 2.2 crore shares at ₹1,855 each and another block of 1.09 crore shares at ₹1,864.15. ",neutral,0.9039797782897949
2023-06-09 03:20:28,"Stocks that will see action today: June 9, 2023","Buzzing stocks: Kotak Mahindra Bank, HAL India, GAIL India, Biocon, Ceat, Tata Power, CCL Products, Indian Hoels, Zydus Lifesciences, Aether Industries, NHPC, Capacite Infraprojects, TCM",neutral,0.9439888596534729
2023-06-08 14:42:40,Canada Pension Plan to sell 1.7% stake in Kotak Bank in block deal,Canada Pension Plan to sell 1.7% stake in Kotak Bank in block deal,neutral,0.948292076587677
2023-06-08 20:54:42,Canada Pension Fund to sell 1.66% stake worth $754 mn in Kotak Mahindra Bank: Report,"Canada Pension Fund currently holds 4.3% equity, or 8.6 crore shares, in Mumbai-headquartered Kotak Mahindra Bank",neutral,0.9452564120292664
