Date,Headlines,Description,labels,scores
2023-10-16 12:05:45,HDFC Bank Q2 Results: Net Profit Rises 50% On Higher Core Income,"HDFC Bank Ltd. reported a rise in net profit for the second quarter of fiscal 2024.

The lender's net profit rose 50.6% year-on-year to Rs 15,976 crore, compared to Rs 10,605 crore a year ago. The profit beat the Bloomberg estimate of Rs 14,120 crore.",positive,0.9542135000228882
2023-10-16 21:35:07,"HDFC Bank Q2 results: Lender’s net profit jumps 51% to Rs 15,976 cr",This is the first quarterly result of the lender since its merger with parent Housing Development Finance Corp,neutral,0.6178803443908691
2023-10-16 14:11:49,"Stock Market Today: Sensex, Nifty Slip For A Third Session As Oil Rises; HDFC Bank Drags","The S&P BSE Sensex closed down 116 points, or 0.17%, at 66,166.93, while the NSE Nifty 50 was 19 points or 0.10% lower at 19,731.75.",negative,0.9703412652015686
2023-10-16 08:20:14,"Stocks to Watch: TCS, HDFC Bank, Tata Motors, D-Mart, SpiceJet, Adani Ent, and Others - News18","Stocks to watch: Shares of firms like TCS, HDFC Bank, Tata Motors, D-Mart, SpiceJet, Adani Ent, and others will be in focus on Monday's trade.",neutral,0.9156281352043152
2023-10-16 04:40:41,HDFC Life Q2 Results Review - Market Share In HDFC Bank Surprises Positively: Yes Securities," Calculated post-merger VNB margin grew by 10 bps QoQ (comparable) but de-grew -71 bps YoY  

VNB: The post-merger VNB growth was 31.3% QoQ  

APE: The post-merger APE was Rs 30,450 million up by 30.8%QoQ (comparable) and 6.8% YoY  

Expense control: Post-merger expense ratio decreased -10 bps QoQ to 19.8% as opex ratio decreased -237 bps QoQ but comm. ratio increased by 228bps QoQ.
We value HDFC Life at 3.1 times FY25 prcie/embedded value for an FY24E/25E/26E return on embedded value profile of 18.9%/19.3%/19.7%
 ",positive,0.8373249173164368
2023-10-16 04:21:23,HDFC Life Q2 Review - Business Reorientation Towards Higher Volume Growth Is A Positive: ICICI Securities,"We like HDFC Life Insurance Company Ltd. from a volume execution perspective, considering stable margins and market share. There is a tailwind of higher growth in bancassurance (600 basis points increase in parent bank channel QoQ), while business reorientation of agency/partnership channels towards beyond-tier-I locations is a strategic priority (underlined by the Exide Life acquisition, addition of 37,000 agents in H1, tie-ups with Bandhan Bank Ltd./Small finance banks). 

 

Maintain 'Buy'. Risks include overall weakness in volume growth.",negative,0.48158296942710876
2023-10-15 16:21:35,"Mcap of Six of Top-10 Firms Jumps Rs 70,527.11 Crore; Reliance Industries Biggest Gainer - News18","While Hindustan Unilever Ltd, Bharti Airtel, ITC, ICICI Bank and HDFC Bank were the gainers, Infosys, Tata Consultancy Services (TCS), State Bank of India and Bajaj Finance emerged as the laggards",neutral,0.7653011083602905
2023-10-16 19:02:32,"Q2 results 2023 this week: HDFC Bank, YES Bank, HUL, Wipro, Paytm, Jio Financial Services, ITC, and more","Q2 results 2023 update: The earnings season kickstarted last week with IT majors Infosys, Tata Consultancy Services (TCS) and HCL Technologies reporting sub-par earnings",positive,0.7349522709846497
2023-10-16 02:44:15,India Lenders’ Earnings to Highlight Strength of Economy as Global Tech Rout Seen Worsening,"India’s leading banks should underscore the resilience of Asia’s third-largest economy when they report next week, while the IT industry may confirm it remains under pressure.",positive,0.9039103388786316
2023-10-11 18:59:21,"TCS Q2 results: Former HDFC CEO Keki Mistry, two others join company’s board","Keki Minoo Mistry was the CEO and Vice Chairman of HDFC Ltd since 2010. Post its merger with HDFC Bank, he joined the bank as an additional and Non- Executive Director (Non-Independent) on June 30, 2023. He is also the Non-Executive Chairman of HDFC Ergo General Insurance Company Limited.",neutral,0.9469571709632874
2023-10-11 13:21:22,"Stock Market Today: Sensex, Nifty End At Three-Week High As RIL, HDFC Bank, HUL Lead","The S&P BSE Sensex closed up 394 points, or 0.60%, at 66,473.05, while the NSE Nifty 50 was 122 points or 0.62% higher at 19,811.35.",positive,0.8863734006881714
2023-10-04 07:57:54,Aditya Puri Joins Deloitte As Senior Advisor,"Aditya Puri, former chief executive officer of HDFC Bank Ltd., has joined Deloitte Touche Tohmatsu India LLP as a senior advisor.

“Puri will leverage his unparalleled expertise and experience to help drive a tech-enabled transformation in the financial services sector and champion initiatives aimed at boosting financial inclusion across India,” Deloitte said in a statement. ",positive,0.8003066778182983
2023-10-04 06:42:47,HDFC Bank Q2 Update: CASA Ratio Dips 780 Basis Points On Mega Merger,"HDFC Bank Ltd.'s CASA ratio stood at 37.6% as of Sept. 30, falling 780 basis points compared to 45.4% a year ago.

Sequentially, the CASA ratio fell 490 bps from 42.5% on the backdrop of the mega merger with Housing Development Finance Corp, according to an exchange filing on provisional figures on Wednesday.

However, the deposit growth stayed strong in the second quarter of the financial year, rising 30% year-on-year to Rs 21.7 lakh crore. On a quarterly basis, the deposits were up 14%.",positive,0.8533058762550354
2023-10-04 00:56:24,"Stocks To Watch: HDFC Bank, Adani Enterprises, Maruti Suzuki, Hero MotoCorp, Nestle India, Vedanta","India's benchmark stock indices closed lower on Tuesday, dragged by losses in index heavyweights HDFC Bank Ltd. and Reliance Industries Ltd. Auto, oil & gas, and pharma sectors declined, while public sector banks and media advanced.

The S&P BSE Sensex closed 316 points, or 0.48%, lower at 65,512.10, while the NSE Nifty 50 fell 110 points, or 0.56%, to end at 19,528.75.",negative,0.9735357165336609
2023-10-03 12:25:42,"Stock Market Today: Sensex, Nifty Decline As HDFC Bank, RIL Drag; PSU Banks Gain; FPIs Remain Net Sellers","The S&P BSE Sensex closed down 316 points, or 0.48%, at 65,512.10 while the NSE Nifty 50 was 110 points or 0.56% lower at 19,528.75.",negative,0.9697026610374451
2023-10-03 12:10:24,"Markets fall on unabated foreign fund outflows; HDFC Bank, Reliance also drag","Mkt indices Sensex, Nifty fell on Tues. due to FPI outflows, sluggish Asian cues. Major laggards: Maruti, NTPC, Tata Motors, ICICI Bank, HDFC Bank, Reliance, JSW Steel, ITC, M&M. Gainers: Bajaj Finance, L&T, Bajaj Finserv, Titan. Asian mkt mixed, Euro mkt mixed, US mkt mostly green. Brent crude up 0.07%. FPI outflows ₹14,767 cr in Sep. Equity mkt closed Mon. on Gandhi Jayanti.",negative,0.7861049175262451
2023-10-03 11:21:26,HDFC Revamps Top Management After Mega Merger,"HDFC Bank Ltd. is revamping some parts of top management as the Indian bank seeks to propel its mortgages business, three months after it acquired another lender.",neutral,0.9065235257148743
2023-10-03 05:06:59,Markets fall in early trade on unabated foreign fund outflows," Equity mkt indices fall on outflows, sluggish Asian cues; RIL, HDFC Bank drag. Sensex down 347 pts; Nifty at 19,521. Maruti, SBI, JSW Steel, HDFC Bank, Kotak Mahindra, Tata Steel, Tata Motors, ITC, RIL, NTPC major laggards. Asian Paints, HUL, UltraTech, M&M gainers. Tokyo, HK down; Shanghai up. US mkt up Mon. FIIs offloaded Rs 1,685.70 cr Fri. FPI net sellers, pulled out Rs 14,767 cr in Sep. Mixed cues for Oct series; FII selling, rising dollar, US bond yields headwinds. Brent crude down 0.89% to USD 89.90/bbl. Bulls encouraged by 5% Brent crash.",negative,0.9515506625175476
2023-10-03 01:39:49,"Stocks To Watch: HDFC Bank, Maruti Suzuki, Cipla, Vedanta, Hero MotoCorp, RVNL, Kalpataru Projects, RBL Bank","India's benchmark stock indices closed higher on Friday, led by gains in ICICI Bank Ltd. and NTPC Ltd. Pharma, metal and media sectors led the advances that helped Nifty close above the 19,600 level and Sensex above the 65,800 mark.

However, on a weekly basis, the indices capped some losses to end lower for the second week in a row.

The S&P BSE Sensex closed 320 points, or 0.49%, higher at 65,828.41, while the NSE Nifty 50 gained 115 points, or 0.59%, to end at 19,638.30.",negative,0.8637706637382507
2023-10-01 11:22:01,"Mcap of Five of Top 10 Most Valued Firms Decline by Rs 62,586 Crore; TCS, Infosys Biggest Laggards - News18","In the ranking of the most-valued firms, Reliance Industries remains at the top followed by TCS, HDFC Bank, ICICI Bank, Infosys, Hindustan Unilever, ITC, State Bank of India, Bharti Airtel and Bajaj Finance",neutral,0.7879458069801331
2023-09-28 14:03:07,Bank FD: HDFC Bank Vs PNB Vs ICICI Bank; Check Detailed Comparison of FD Interest Rates - News18,HDFC Bank Vs PNB Vs ICICI Bank: Here's the comparison of latest interest rates on fixed deposits of three banks,neutral,0.9359688758850098
2023-09-27 15:54:57,"Sensex Ends 173 pts Higher; Nifty Above 19,700; Senco Jumps 14% - News18","The benchmark S&P BSE Sensex started Wednesday with losses led by Tech M, HDFC Bank, Titan, Bajaj Finance",negative,0.9673649668693542
2023-09-27 07:18:28,"Nifty Rejig: HDFC Bank, Power Grid, Shriram Properties Likely To See Highest Inflows","HDFC Bank Ltd., Power Grid Corp., Shriram Properties Ltd., Trent Ltd. and TVS Motor Co. are expected to see healthy net passive inflows due to rejig of the NSE indices, Nuvama Instiitutional Equities said.

Passive flows are expected in the CPSE, Nifty Bank, Nifty 50 and Nifty Next 50 indices, while probable weight changes and like inclusions and exclusions are expected in the Nifty LargeMidcap 250, Nifty Midcap 150, Nifty Midcap 100 and Nifty Smallcap 100 indices, according to a note on Tuesday.",positive,0.9221977591514587
2023-09-26 12:07:00,"Stock Market Today: Sensex, Nifty End Volatile Session Lower As ICICI Bank Slips; HDFC Bank Top Gainer",Catch all stock market live updates here.,neutral,0.9396804571151733
2023-09-23 18:53:56,HDFC Bank Introduces 3 New Digital Payment Products To Streamline Online Payments - News18,HDFC Bank has empowered Indane Gas customers regardless of the phone type to effortlessly book and pay for their gas cylinders.,neutral,0.7831614017486572
2023-09-22 14:57:58,"iPhone 15 Plus for Rs 46,500? Yes, only if you are upgrading","The iPhone 15 series has been launched in India and the iPhone 15 Plus 128GB variant can be bought as low as Rs 46,000 if upgraded from an old iPhone. Customers can also avail of a flat Rs 5000 discount if the purchase is made using an HDFC bank card, receive exchange value for their old iPhone, and an additional Rs 6000 exchange bonus.",neutral,0.9232814908027649
2023-09-22 09:54:15,BQ Banking Unlimited: How Banks Can Build On Opportunity From Tech Challenges,"There are tech challenges across the board for the banking industry and banks need to prioritize strategies to make a change to their growth cycle.

That is the commentary that came from panelists Chief Information Officer Ramesh Laxminarayan of HDFC Bank and Mahesh Ramamoorthy, CIO of Yes Bank - who spoke on the challenges and unveiling the technological advancements in banking at BQ Prime's Banking Summit held in Mumbai on Friday. ",neutral,0.8778819441795349
2023-09-22 05:23:02,HDFC AMC allowed to acquire aggregate holding of upto 9.5% each in 5 banks,"HDFC Bank's subsidiary HDFC AMC receives RBI approval to acquire up to 9.5% of paid-up share capital/voting rights in 5 banks. RBI approval given in accordance with Master Direction-RBI (Acquisition & Holding of Shares/Voting Rights in Banking Companies) Directions, 2023. Aggregate holding to be construed as per said directions.",neutral,0.9238982200622559
2023-09-21 07:21:14,HDFC Bank - Negatives Priced In; Core Earnings Outlook Better: Prabhudas Lilladher,"HDFC Bank at its analyst meet clarified certain aspects relating to merged financials. While transition to Income Recognition and Asset Classification, credit policy harmonisation and creation of DTL reserve would impact book value per share by 5%, gains emanating from stake sale of Credila could cushion capital by 1.2%. 
Creation of excess liquidity could affect Q2 FY24 net interest margin 
FY24 NIM could contract YoY from 3.8% to 3.6%, however, as higher cost liabilities of Housing Development Finance Corporation Ltd. ",negative,0.9303511381149292
2023-09-20 12:05:14,"Stock Market Updates: Sensex Sinks 700 pts, Nifty Below 19,500; RIL Falls 2%, HDFC Bank 3% - News18","Domestic equity markets started Wednesday's trading session on a tepid note, amid weak cues from the overseas markets.",negative,0.9705952405929565
2023-09-20 11:38:15,HDFC Bank Share Declines Over 4% Post Analysts Meet; Here’s Why - News18,"HDFC Bank Ltd., India's largest private lender, saw a decline of over 4 per cent in share prices in Wednesday's trade",negative,0.9671965837478638
2023-09-20 10:56:59,"Sensex, Nifty tank over 1% ahead of Fed interest rate decision; HDFC Bank, RIL drag","The 30-share BSE Sensex tumbled 796 points or 1.18% to settle at 66,800.84",negative,0.9665984511375427
2023-09-20 12:30:19,"Stock Market Today: Sensex, Nifty Fall The Most In Over A Month As HDFC Bank, RIL Drag","The S&P BSE Sensex closed down 796 points, or 1.18%, at 66,800.84 while the NSE Nifty 50 was 232 points or 1.15% lower at 19,901.40.",negative,0.9705098867416382
2023-09-21 01:19:19,HDFC Bank Gets Rare Analyst Downgrade On Loan Growth Concerns,"Shares of HDFC Bank Ltd. fell as much as 4.2% after Nomura Holdings Inc. downgraded the stock, prompted by the lender’s lowered revision of the business absorbed from its parent.",negative,0.9730405807495117
2023-09-20 08:01:04,"Stocks to Watch: HDFC Bank, RR Kabel, Tata Motors, Cipla, Coal India, Biocon, and Others - News18","Stocks to watch: Shares of firms like HDFC Bank, RR Kabel, Tata Motors, Cipla, Coal India, Biocon, and others will be in focus on Wednesday's trade.",neutral,0.9201260805130005
2023-09-20 07:05:26,"Sensex, Nifty Fall Nearly 1% on Profit-Booking; HDFC Bank, RIL Fall: Midday Market Update","India's benchmark stock indices declined nearly 1% through midday on Wednesday, slipping the most since Aug. 3, on profit booking after the recent rally that pushed the indices to close at record highs.

Most sectoral indices dropped, with non-banking financial services, banks, metals, and realty sectors falling the most.",negative,0.9729856252670288
2023-09-20 07:17:13,HDFC Bank’s Asset Quality Concerns: What Analysts Make Of It,"Shares of HDFC Bank Ltd. declined as much as 3.82% in early trade on Wednesday, after the management met with sell-side analysts to comment on the financials of its merged entity with HDFC Ltd. and related matters on Monday. The bank shared proforma financial statements for the merged entity for Q1 FY24 and discussed other related matters.",negative,0.9705750346183777
2023-09-20 05:38:14,"Sensex, Nifty fall in early trade on weak global trends ahead of U.S. Fed interest rate decision","Mumbai equity benchmarks fell on Sept 20 due to weak global trends ahead of U.S. Fed's rate decision. HDFC Bank, Reliance Industries, Bharti Airtel, Maruti, Titan & HUL were major laggards. NTPC, IndusInd Bank, Axis Bank & Mahindra & Mahindra were gainers. ",negative,0.9707881808280945
2023-09-20 05:46:25,"HDFC Bank Shares Fall As It Expects Asset Quality To Worsen, Margins To Narrow","Shares of India's largest private bank HDFC Bank Ltd. fell the most in 11 weeks after it is likely to see its bad loan ratios worsen marginally and a compression in net interest margins, according to the analyst meet on Monday.

Gross non-performing asset ratio is likely to increase to 1.4% as of July 1, compared to 1.2% as of June 30, Srinivasan Vaidyanathan, chief financial officer of HDFC Bank told sell-side analysts on Monday.",negative,0.9703412652015686
2023-09-20 04:32:02,HDFC Bank - NIMs Likely To Decline Near Term Due To Additional Liquidity: ICICI Securities,"HDFC Bank Ltd. hosted an analyst meet on September 18, 2023 to update on the opening net worth of the merged entity and related matters. The hit on opening net-worth is slightly higher than our initial estimates and the pressure on near term net interest margin also appears higher than initially envisaged. LDR, as of July 1, 2023, stands at 108%. Q1 FY24 pro forma merged NIM (on total assets) would decline to 3.7-3.8% versus 4.1% for standalone bank. ",negative,0.9692897796630859
2023-09-20 04:07:21,HDFC Bank - Excess Liquidity Impacted Margins: IDBI Capital,"We attended Analyst meet hosted by HDFC Bank Ltd. which highlighted the adjustment for harmonisation on opening networth and Proforma Q1 FY24 merged financials. 

Harmonisation effect of IGAAP alignment, credit policy and deferred tax liability on incoming networth resulted decline in networth to Rs 1,118 billion versus 1,340 billion. 

 excess liquidity on the balance sheet (July 01, 2023 resulted impact of 70 basis points on Housing Development Finance Corporation Ltd.'s net interest margins thus 25-30 bps impact on merged entity. ",negative,0.9683479070663452
2023-09-19 17:53:19,"Sashidhar Jagdishan To Continue As HDFC Bank MD & CEO, RBI Approves Re-appointment - News18",Jagdishan joined the Bank in 1996 as a manager in the finance department,neutral,0.9223089218139648
2023-09-19 13:27:46,HDFC Bank Sees Asset Quality Worsening Marginally After Merger,"India's largest private bank HDFC Bank Ltd. is likely to see its bad loan ratios worsen marginally, after the merger with Housing Development Finance Corporation Ltd. 
Gross non-performing asset ratio is likely to increase to 1.4% as of July 1, compared to 1.2% as of June 30, Srinivasan Vaidyanathan, chief financial officer of HDFC Bank told sell-side analysts on Monday. In a presentation, the bank also noted that the net NPA ratio will rise to 0.4%, from 0.3% at the end of the first quarter.",positive,0.9516536593437195
2023-09-19 20:56:20,RBI approves re-appointment of Sashidhar Jagdishan as MD and CEO of HDFC Bank for 3 years,"Sashidhar Jagdishan has been re-appointed as MD and CEO of HDFC Bank till October 26, 2026",neutral,0.9376459121704102
2023-09-19 11:41:09,RBI Allows Sashidhar Jagdishan To Be Reappointed As MD & CEO Of HDFC Bank,"The Reserve Bank of India has greenlit the reappointment of Sashidhar Jagdishan as managing director and chief executive officer of HDFC Bank, the lender said in an exchange notice on Tuesday. The approval is for three years and will be effective from October 27, 2023 to October 26, 2026. ",neutral,0.928027331829071
2023-09-18 10:53:18,"Sensex, Nifty fall after record-breaking rally; investors await Fed rate decision","On Sept. 18, Sensex & Nifty ended lower after 11-day rally due to weak global markets & caution ahead of Fed's rate decision. HDFC Bank, Bharti Airtel, Infosys, UltraTech Cement, Tata Steel, Wipro, Kotak Mahindra Bank, Reliance Industries, Tech Mahindra & JSW Steel were major laggards. Asian markets ended mixed, while European & US markets ended in negative territory. FIIs bought equities worth Rs 164.42 crore. Brent crude rose 0.39% to $94.30/barrel.",negative,0.7381642460823059
2023-09-18 12:48:10,"Stock Market Today: Sensex Snaps 11-Day Winning Streak; Nifty Falls As RIL, HDFC Bank Drag; PSU Stocks Rally","The S&P BSE Sensex closed 242 points, or 0.36%, at 67,596.84 while the NSE Nifty 50 was 59 points or 0.29% lower at 20,133.30.",negative,0.9414447546005249
2023-09-18 08:04:15,"Stocks to Watch: HDFC Bank, Jupiter Hospital, ONGC, HAL, Tata Steel, Zee Ent, and Others - News18","Stocks to watch: Shares of firms like HDFC Bank, Jupiter Hospital, ONGC, HAL, Tata Steel, Zee Ent, and others will be in focus on Monday's trade.",neutral,0.9133338332176208
2023-09-18 07:16:37,"Sensex, Nifty Trade Lower As HDFC Bank, RIL Drag: Midday Market Update","India's benchmark stock indices traded lower by midday on Monday, led by losses in HDFC Bank Ltd. and Reliance Industries Ltd.

Public-sector banks and auto sectors led as the Nifty Auto and Nifty PSU Bank indices scaled record highs during the day. The information-technology and realty sectors fell.

As of 12:10 p.m., the S&P BSE Sensex was 87 points or 0.13% lower at 67,751.88, while the NSE Nifty 50 fell 11 points or 0.05% to 20,181.45.",negative,0.974502682685852
2023-09-18 06:30:10,"Stocks In Focus | Karnataka Bank, HDFC Bank, NCC, Jamna Auto & More | BQ Prime","Stocks In Focus | Karnataka Bank, HDFC Bank, NCC, Jamna Auto & More | BQ Prime ICICI Direct's Pankaj Pandey shares insight on top stocks to watch for in trade today. #BQLive #BQStocks   ICICI Direct's Pankaj Pandey shares insight on top stocks to watch for in trade today.",neutral,0.9301212430000305
2023-09-16 16:06:55,Bank FD: SBI Vs PNB Vs HDFC Bank; Check Detailed Comparison of Latest Fixed Deposit Interest Rates - News18,"HDFC Bank is offering up to 7.75 per cent interest rates on FD, depending upon deposit tenure and depositor’s age. SBI is offering FD rates up to 7.50 per cent annually and PNB is giving up to 7.75 per cent a year",neutral,0.9266838431358337
